symbol,name,weight
ZBH,ZIMMER BIOMET HOLDINGS INC,0.033789
TRMB,TRIMBLE INC,0.033583
WST,WEST PHARMACEUTICAL SERVICES,0.033416
PKG,PACKAGING CORP OF AMERICA,0.033246
J,JACOBS SOLUTIONS INC,0.033068
LULU,LULULEMON ATHLETICA INC,0.032992
GPC,GENUINE PARTS CO,0.032466
GDDY,GODADDY INC   CLASS A,0.032422
CTRA,COTERRA ENERGY INC,0.032352
APTV,APTIV PLC,0.032167
IT,GARTNER INC,0.031974
AMCR,AMCOR PLC,0.031879
TPL,TEXAS PACIFIC LAND CORP,0.031814
PNR,PENTAIR PLC,0.031713
EVRG,EVERGY INC,0.031149
SNA,SNAP ON INC,0.031099
LII,LENNOX INTERNATIONAL INC,0.031066
CNC,CENTENE CORP,0.031018
WY,WEYERHAEUSER CO,0.030831
LNT,ALLIANT ENERGY CORP,0.030487
L,LOEWS CORP,0.030315
FTV,FORTIVE CORP,0.029691
DLTR,DOLLAR TREE INC,0.029496
LUV,SOUTHWEST AIRLINES CO,0.029481
ESS,ESSEX PROPERTY TRUST INC,0.029479
KEY,KEYCORP,0.02917
MKC,MCCORMICK + CO NON VTG SHRS,0.028887
PFG,PRINCIPAL FINANCIAL GROUP,0.028669
ROL,ROLLINS INC,0.028595
LVS,LAS VEGAS SANDS CORP,0.028459
EXPD,EXPEDITORS INTL WASH INC,0.028345
DOW,DOW INC,0.027948
MAA,MID AMERICA APARTMENT COMM,0.027645
CHRW,C.H. ROBINSON WORLDWIDE INC,0.027543
INVH,INVITATION HOMES INC,0.027489
IFF,INTL FLAVORS + FRAGRANCES,0.02739
ZBRA,ZEBRA TECHNOLOGIES CORP CL A,0.027337
OMC,OMNICOM GROUP,0.027134
TXT,TEXTRON INC,0.027006
HOLX,HOLOGIC INC,0.026774
ALLE,ALLEGION PLC,0.02658
EG,EVEREST GROUP LTD,0.026549
GEN,GEN DIGITAL INC,0.026403
TSN,TYSON FOODS INC CL A,0.026085
DECK,DECKERS OUTDOOR CORP,0.02607
BBY,BEST BUY CO INC,0.025942
CF,CF INDUSTRIES HOLDINGS INC,0.025705
CLX,CLOROX COMPANY,0.02558
BLDR,BUILDERS FIRSTSOURCE INC,0.025046
KIM,KIMCO REALTY CORP,0.024979
MAS,MASCO CORP,0.02491
COO,COOPER COS INC/THE,0.024378
INCY,INCYTE CORP,0.023921
TKO,TKO GROUP HOLDINGS INC,0.023153
DOC,HEALTHPEAK PROPERTIES INC,0.023036
BALL,BALL CORP,0.022906
DPZ,DOMINO S PIZZA INC,0.022314
NDSN,NORDSON CORP,0.022225
AVY,AVERY DENNISON CORP,0.022151
IEX,IDEX CORP,0.022008
RL,RALPH LAUREN CORP,0.022003
FOXA,FOX CORP   CLASS A,0.021825
LYB,LYONDELLBASELL INDU CL A,0.021735
UHS,UNIVERSAL HEALTH SERVICES B,0.020517
VTRS,VIATRIS INC,0.020467
REG,REGENCY CENTERS CORP,0.020382
BAX,BAXTER INTERNATIONAL INC,0.020336
ARE,ALEXANDRIA REAL ESTATE EQUIT,0.020242
SWKS,SKYWORKS SOLUTIONS INC,0.019982
HII,HUNTINGTON INGALLS INDUSTRIE,0.019973
BG,BUNGE GLOBAL SA,0.019938
SJM,JM SMUCKER CO/THE,0.019742
SWK,STANLEY BLACK + DECKER INC,0.019611
JBHT,HUNT (JB) TRANSPRT SVCS INC,0.019348
CPT,CAMDEN PROPERTY TRUST,0.019244
MOH,MOLINA HEALTHCARE INC,0.019242
PNW,PINNACLE WEST CAPITAL,0.019207
AIZ,ASSURANT INC,0.019191
MOS,MOSAIC CO/THE,0.019187
JKHY,JACK HENRY + ASSOCIATES INC,0.019081
GL,GLOBE LIFE INC,0.019029
AKAM,AKAMAI TECHNOLOGIES INC,0.018997
DAY,DAYFORCE INC,0.018952
RVTY,REVVITY INC,0.018918
IVZ,INVESCO LTD,0.018914
ALB,ALBEMARLE CORP,0.018874
UDR,UDR INC,0.018829
FDS,FACTSET RESEARCH SYSTEMS INC,0.018688
SOLV,SOLVENTUM CORP,0.018595
BXP,BXP INC,0.018587
AES,AES CORP,0.018341
NCLH,NORWEGIAN CRUISE LINE HOLDIN,0.018299
HST,HOST HOTELS + RESORTS INC,0.017943
NWSA,NEWS CORP   CLASS A,0.017903
GNRC,GENERAC HOLDINGS INC,0.0178
IPG,INTERPUBLIC GROUP OF COS INC,0.017752
WYNN,WYNN RESORTS LTD,0.017719
PAYC,PAYCOM SOFTWARE INC,0.017488
HAS,HASBRO INC,0.017353
POOL,POOL CORP,0.017103
TECH,BIO TECHNE CORP,0.016715
MRNA,MODERNA INC,0.016546
LW,LAMB WESTON HOLDINGS INC,0.015942
ALGN,ALIGN TECHNOLOGY INC,0.015857
CAG,CONAGRA BRANDS INC,0.015604
APA,APA CORP,0.015525
EPAM,EPAM SYSTEMS INC,0.014973
CRL,CHARLES RIVER LABORATORIES,0.014906
AOS,SMITH (A.O.) CORP,0.014448
ERIE,ERIE INDEMNITY COMPANY CL A,0.014321
MTCH,MATCH GROUP INC,0.013784
TAP,MOLSON COORS BEVERAGE CO   B,0.013705
FOX,FOX CORP   CLASS B,0.01366
LKQ,LKQ CORP,0.013486
FRT,FEDERAL REALTY INVS TRUST,0.01325
BEN,FRANKLIN RESOURCES INC,0.012747
EMN,EASTMAN CHEMICAL CO,0.012623
HRL,HORMEL FOODS CORP,0.012159
KMX,CARMAX INC,0.011821
MGM,MGM RESORTS INTERNATIONAL,0.011691
HSIC,HENRY SCHEIN INC,0.011488
MHK,MOHAWK INDUSTRIES INC,0.011223
CPB,THE CAMPBELL S COMPANY,0.010463
PSKY,PARAMOUNT SKYDANCE CL B,0.010012
BF.B,BROWN FORMAN CORP CLASS B,0.008843
DVA,DAVITA INC,0.007841
NWS,NEWS CORP   CLASS B,0.006411
